,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Text,Date,Favorites,Retweets,Tweet ID,sentiment,pos_pct,neg_pct
0,0,0,0,I liked a @YouTube video http://youtu.be/8wDbiqtgrLc?a  CNN guest says what we're ALL thinking about Donald Trump,2017-03-05 15:17:40,0,0,838528969888645122,"{'neg': 0.0, 'neu': 0.823, 'pos': 0.177, 'compound': 0.4215}",0.0744185546392,0.101848367222
1,1,1,1,"Not maybe, perhaps, or possibly. Donald Trump told Newsmax he's positive Pres Obama ordered wiretaps on his Trump Tower last year.",2017-03-05 15:12:55,0,0,838527776659550208,"{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.5574}",0.0744185546392,0.101848367222
2,2,2,2,Director de FBI pide desestimar denuncia de Donald Trump http://www.diariolasamericas.com/c4116400 ,2017-03-05 14:46:36,0,2,838521153597616128,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0744185546392,0.101848367222
3,3,3,3,@msnbc President Obama could sue Donald Trump for telling lies on him about the wiretapping. President Obama is a gentleman. He won't do it,2017-03-05 14:37:18,0,0,838518813553459200,"{'neg': 0.113, 'neu': 0.887, 'pos': 0.0, 'compound': -0.4215}",0.0744185546392,0.101848367222
4,4,4,4,@CNN Donald Trump tell lies all the time. This wiretapping claim is yet another one of his many lies. Donald Trump is unfit to be President,2017-03-05 14:16:18,0,0,838513529040830465,"{'neg': 0.189, 'neu': 0.811, 'pos': 0.0, 'compound': -0.6808}",0.0744185546392,0.101848367222
5,5,5,5,The climate movement goes to war with Donald Trump: http://inthesetimes.com/features/climate_movement_trump_resistance_democratic_party.html … via @inthesetimesmag,2017-03-05 13:59:51,0,1,838509389959036928,"{'neg': 0.262, 'neu': 0.738, 'pos': 0.0, 'compound': -0.5994}",0.0744185546392,0.101848367222
6,6,6,6,I liked a @YouTube video http://youtu.be/VBOBtWCt6yw?a  Cat is scared of Donald Trump,2017-03-05 13:52:58,0,0,838507655052345344,"{'neg': 0.212, 'neu': 0.584, 'pos': 0.204, 'compound': -0.0258}",0.0744185546392,0.101848367222
7,7,7,7,"Donald Trump: Bonkers, paranoid or trapped? http://www.stuff.co.nz/world/americas/90084462/OPINION-Donald-Trump-Bonkers-paranoid-or-trapped …",2017-03-05 13:46:11,0,0,838505947819565057,"{'neg': 0.519, 'neu': 0.481, 'pos': 0.0, 'compound': -0.6597}",0.0744185546392,0.101848367222
8,8,8,8,Donald Trump's tweets to deflect attention from 'Russiagate' are not working http://www.smh.com.au/world/if-trumps-tweets-are-a-bid-to-deflect-attention-from-russiagate-its-not-working-20170305-gur0tw.html … via @smh,2017-03-05 13:43:24,0,0,838505246573887489,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0744185546392,0.101848367222
9,9,9,9,Trump-Russia conspirator Alex Oronov dies suspiciously; he lived in Donald Trump’s building http://www.palmerreport.com/opinion/trump-russia-conspirator-alex-oronov-dies-suspiciously-he-lived-in-donald-trumps-building/1786/ … via @PalmerReport,2017-03-05 13:35:58,0,1,838503378032410625,"{'neg': 0.162, 'neu': 0.838, 'pos': 0.0, 'compound': -0.4019}",0.0744185546392,0.101848367222
10,10,10,10,@msnbc If we had a competent news media in our country Donald Trump wouldn't be President.Trump is a fool& news media failed to do their job,2017-03-05 13:34:10,0,0,838502923285975042,"{'neg': 0.12, 'neu': 0.797, 'pos': 0.083, 'compound': -0.25}",0.0744185546392,0.101848367222
11,11,11,11,"Google Home: Yes, Donald Trump is https://winning.pic.twitter.com/YH62aXPkhY  http://brevardcountymarketing.blogspot.com/2017/03/google-home-yes-donald-trump-is.html …",2017-03-05 13:24:34,0,0,838500506687401986,"{'neg': 0.0, 'neu': 0.722, 'pos': 0.278, 'compound': 0.4019}",0.0744185546392,0.101848367222
12,12,12,12,@ericshawntv @foxnews @potus I believe Donald Trump.,2017-03-05 13:01:24,2,0,838494677179432960,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0744185546392,0.101848367222
13,13,13,13,"Bruce Bartlett, former adviser to Ronald Reagan, compares Donald Trump to Nixon and it's EPIC http://www.dailykos.com/story/2017/3/4/1640099/-Bruce-Bartlett-former-adviser-to-Ronald-Reagan-compares-Donald-Trump-to-Nixon-and-it-s-EPIC …",2017-03-05 12:34:45,0,0,838487972592898048,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0744185546392,0.101848367222
14,14,14,14,Chuck Todd panelist slams Donald Trump: That is juvenile behavior http://www.dailykos.com/story/2017/3/5/1640346/-Chuck-Todd-panelist-slams-Donald-Trump-That-is-juvenile-behavior …,2017-03-05 12:18:15,0,0,838483821104414720,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0744185546392,0.101848367222
15,15,15,15,Actor Don Cheadle Says that Donald Trump Referred to Black Women as N***ers http://www.dailykos.com/story/2017/3/5/1640286/-Actor-Don-Cheadle-Says-that-Donald-Trump-Referred-to-Black-Women-as-N-ers …,2017-03-05 12:17:53,0,0,838483727038705664,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0744185546392,0.101848367222
16,16,16,16,@FoxNews @HomeDepot lots confidence in AMERICAN business right now. Thank You Donald Trump,2017-03-05 12:15:55,1,0,838483234132480001,"{'neg': 0.0, 'neu': 0.655, 'pos': 0.345, 'compound': 0.7003}",0.0744185546392,0.101848367222
17,17,17,17,When Donald Trump burps. You can smell Putin's cologne. #FakeRussiaFacts,2017-03-05 12:07:18,1,0,838481061835333632,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0744185546392,0.101848367222
