,Unnamed: 0,Unnamed: 0.1,Text,Date,Favorites,Retweets,Tweet ID,sentiment,pos_pct,neg_pct
0,0,0,"Jesus says its time the Government fess up to its lies about Donald Trump now. Its not them they say. But its Obama who did it,",2017-03-02 15:54:27,0,0,837451065125527552,"{'neg': 0.101, 'neu': 0.899, 'pos': 0.0, 'compound': -0.4215}",0.0718389892384,0.0784102091997
1,1,1,Isn't this the same numb-skull who didn't know the Energy Department existed and/or what it's purpose is Insane Donald #Trump/.@potus?https://twitter.com/POTUS/status/837445887580385280 …,2017-03-02 15:50:13,0,0,837450000720257024,"{'neg': 0.2, 'neu': 0.8, 'pos': 0.0, 'compound': -0.5445}",0.0718389892384,0.0784102091997
2,2,2,Donald Trump visit ‘will shift to Scotland to deter protests’ http://www.scotsman.com/news/world/donald-trump-visit-will-shift-to-scotland-to-deter-protests-1-4380716 … They are out of their fucking minds if they think so,2017-03-02 15:43:36,12,2,837448333182517248,"{'neg': 0.083, 'neu': 0.917, 'pos': 0.0, 'compound': -0.2263}",0.0718389892384,0.0784102091997
3,3,3,"It's really hard not to feel sorry for Carson, but he's going in eyes wide open
Working for Insane Donald #Trump/.@potus will be periloushttps://twitter.com/POTUS/status/837445213249470469 …",2017-03-02 15:34:49,0,0,837446123836956672,"{'neg': 0.181, 'neu': 0.778, 'pos': 0.041, 'compound': -0.5839}",0.0718389892384,0.0784102091997
4,4,4,"Of course.  “ Donald Trump's transition team said no to ethics training for staff”

https://twitter.com/i/moments/837406205584756736 …",2017-03-02 15:01:03,0,0,837437624612593666,"{'neg': 0.145, 'neu': 0.855, 'pos': 0.0, 'compound': -0.296}",0.0718389892384,0.0784102091997
5,5,5,"Trump Rally. 
.
.
.
.
.
#donaldtrump #trump #cardboard #rally #politics #potus #ridiculous… https://www.instagram.com/p/BRJzz4MAA54/ ",2017-03-02 14:55:51,0,0,837436319022317569,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0718389892384,0.0784102091997
6,6,6,Oregonian: Here are 42 of President Donald Trump's planned EPA budget cuts http://bit.ly/2m1gkkE pic.twitter.com/NGpgVmsa0H,2017-03-02 14:47:06,0,0,837434116920524801,"{'neg': 0.155, 'neu': 0.845, 'pos': 0.0, 'compound': -0.296}",0.0718389892384,0.0784102091997
7,7,7,"I like this idea. Under HUD Secretary Donald Trump, urban housing projects would become downright luxurious! https://twitter.com/th3j35t3r/status/837411520959102977 …",2017-03-02 14:46:37,0,0,837433992223707136,"{'neg': 0.0, 'neu': 0.843, 'pos': 0.157, 'compound': 0.4199}",0.0718389892384,0.0784102091997
8,8,8,Most of the memes show liberals smoking or eating themselves to death. That should be Donald Trump's role and not us. https://twitter.com/mashable/status/837432372052254721 …,2017-03-02 14:41:34,0,0,837432721777438720,"{'neg': 0.157, 'neu': 0.843, 'pos': 0.0, 'compound': -0.5994}",0.0718389892384,0.0784102091997
9,9,9,He's like Boris Yeltsin reborn. I wonder if he can crack up Donald Trump like Yeltsin did to Bill Clinton? https://twitter.com/latimes/status/837431087559241728 …,2017-03-02 14:37:54,0,0,837431801270300672,"{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.6124}",0.0718389892384,0.0784102091997
10,10,10,Really hope donald trump's resorts & golf courses are down-stream/wind of some major pollutors... #un-Americanhttps://twitter.com/Reuters/status/837419528493617153 …,2017-03-02 14:34:38,0,0,837430978406576129,"{'neg': 0.0, 'neu': 0.803, 'pos': 0.197, 'compound': 0.4927}",0.0718389892384,0.0784102091997
11,11,11,President Donald Trump and Sen. Sherrod Brown agree: World trade court treats United States unfairly http://s.cleveland.com/Ymx3NTY ,2017-03-02 14:30:57,18,12,837430052480397313,"{'neg': 0.0, 'neu': 0.725, 'pos': 0.275, 'compound': 0.6486}",0.0718389892384,0.0784102091997
12,12,12,Attorney General Jeff Sessions: I Will Recuse from Investigations of Donald Trump Campaign http://dlvr.it/NWpHfm pic.twitter.com/UUUtmCyvvW,2017-03-02 13:59:08,0,0,837422042907467776,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0718389892384,0.0784102091997
13,13,13,LIVE STREAM: President Donald Trump Speaks at the NAVY USS Gerald R. Ford (PCU) http://pamelageller.com/2017/03/live-stream-president-donald-trump-speaks-navy-uss-gerald-r-ford-pcu.html/ … via @pamelageller,2017-03-02 12:47:10,0,0,837403932645154816,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0718389892384,0.0784102091997
14,14,14,Donald Trump Jr. dined in Paris with a pro-Russia group weeks before the election http://ln.is/abcnews.go.com/Polit/Kz8os … - @ABCInvestigates,2017-03-02 12:43:19,0,0,837402963110920193,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0718389892384,0.0784102091997
15,15,15,Here's everything Donald Trump said about immigration in his speech to Congress https://wpo.st/dnoe2 ,2017-03-02 12:25:34,0,0,837398496139358208,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0718389892384,0.0784102091997
16,16,16,Donald Trump Has ‘Total’ Confidence in Attorney General Jeff Sessions http://dlvr.it/NWmgYB pic.twitter.com/h0Y4mF3Eqk,2017-03-02 12:24:21,0,0,837398191771246592,"{'neg': 0.0, 'neu': 0.752, 'pos': 0.248, 'compound': 0.5106}",0.0718389892384,0.0784102091997
17,17,17,ImmigrationPost: Donald Trump calls for 'merit-based' #immigration system http://snip.ly/fqe1i  Try IP …pic.twitter.com/4S8BCTzjxx,2017-03-02 12:03:33,0,0,837392954469777408,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0718389892384,0.0784102091997
18,18,18,Didn't Insane Donald #Trump say the same thing about Generalissimo #Traitor Flynn?https://www.nytimes.com/2017/03/02/us/politics/jeff-sessions-russia-trump-investigation-democrats.html?_r=0 …,2017-03-02 11:51:36,0,0,837389948009365504,"{'neg': 0.0, 'neu': 0.808, 'pos': 0.192, 'compound': 0.3855}",0.0718389892384,0.0784102091997
19,19,19,Oregonian: Donald Trump says he has 'total' confidence in Jeff Sessions; no need to recuse from Russia probe… https://twitter.com/i/web/status/837388627189579776 …,2017-03-02 11:47:17,0,0,837388864004177921,"{'neg': 0.098, 'neu': 0.756, 'pos': 0.147, 'compound': 0.2732}",0.0718389892384,0.0784102091997
20,20,20,Donald Trump made 61 statements in his speech. 51 were false http://fb.me/Jze4IFdo ,2017-03-02 11:40:59,1,1,837387278158716928,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0718389892384,0.0784102091997
21,21,21,How Popular Is Donald Trump? http://fb.me/3zCoTmgJI ,2017-03-02 11:14:46,0,0,837380679465746432,"{'neg': 0.0, 'neu': 0.641, 'pos': 0.359, 'compound': 0.4215}",0.0718389892384,0.0784102091997
22,22,22,"Can this bizarre .@GOP shit-show get any more crazy? 

Methinks, yes.

#healthcare Insane Donald #Trump/.@POTUShttp://www.dailykos.com/stories/2017/3/2/1639454/-Republican-Obamacare-repeal-travesty-quickly-devolves-into-utter-farce …",2017-03-02 11:12:46,0,0,837380177541750785,"{'neg': 0.355, 'neu': 0.508, 'pos': 0.137, 'compound': -0.576}",0.0718389892384,0.0784102091997
23,23,23,"For Donald Trump Jr., lingering questions about meeting with pro-Russia group - ABC News http://dlvr.it/NWkt3g ",2017-03-02 10:53:10,0,0,837375243761016832,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0718389892384,0.0784102091997
24,24,24,"Someone find a fiddle for Insane Donald #Trump so he can do his Nero impression

#AdministrationIsCollapsing .@POTUS",2017-03-02 10:45:13,0,0,837373244072042496,"{'neg': 0.145, 'neu': 0.753, 'pos': 0.102, 'compound': -0.2023}",0.0718389892384,0.0784102091997
