,Unnamed: 0,Unnamed: 0.1,Text,Date,Favorites,Retweets,Tweet ID,sentiment,pos_pct,neg_pct
0,0,0,@LarsLarsonShow Great interview on @FoxNews w/ the #IllegalAlien out the back door story! Great job Lars!,2017-03-06 15:30:07,0,0,838894490819555329,"{'neg': 0.0, 'neu': 0.614, 'pos': 0.386, 'compound': 0.8684}",0.0961751366023,0.0723545587658
1,1,1,"Sharla's Labyrinth: Donald Trump has gone full ""BraveHeart"" on Obama's http://sharlaslabyrinth.blogspot.com/2017/03/donald-trump-has-gone-full-braveheart.html?spref=tw … .@SpecialReport .@seanhannity .@oreillyfactor",2017-03-06 15:25:56,0,0,838893437566894082,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0961751366023,0.0723545587658
2,2,2,03-06 Man who rushed the stage at Donald Trump’s Ohio... https://goo.gl/fb/IXEEei  #obama,2017-03-06 15:24:33,0,0,838893093197873152,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0961751366023,0.0723545587658
3,3,3,"Sharla's Labyrinth: Donald Trump has gone full ""BraveHeart"" on Obama's http://sharlaslabyrinth.blogspot.com/2017/03/donald-trump-has-gone-full-braveheart.html?spref=tw … .@FoxNews .@realDonaldTrump .@KellyannePolls",2017-03-06 15:24:08,0,0,838892985374797824,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0961751366023,0.0723545587658
4,4,4,"@SopanDeb @LVview Donald Trump  is the kindest, bravest, warmest, most wonderful human being I've ever known in my life.",2017-03-06 15:21:39,1,0,838892361333628928,"{'neg': 0.0, 'neu': 0.616, 'pos': 0.384, 'compound': 0.8748}",0.0961751366023,0.0723545587658
5,5,5,#SESSIONShttps://twitter.com/NewtTrump/status/838790835688857601 …,2017-03-06 15:09:43,0,0,838889358983741440,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0961751366023,0.0723545587658
6,6,6,Who is taking that #CRYBABY #CLOWN @SenSchumer seriously anyway? The guy is mentally unstable & worse DELUSIONAL!! HE SHOULD #RESIGN!!,2017-03-06 15:04:58,0,0,838888163955236864,"{'neg': 0.346, 'neu': 0.654, 'pos': 0.0, 'compound': -0.816}",0.0961751366023,0.0723545587658
7,7,7,Mark Levin: 'Donald Trump Is the Victim' in Alleged Obama Wiretapping Scandal http://insider.foxnews.com/2017/03/05/mark-levin-donald-trump-barack-obama-wiretapping …,2017-03-06 14:50:04,0,0,838884415207964672,"{'neg': 0.313, 'neu': 0.688, 'pos': 0.0, 'compound': -0.6124}",0.0961751366023,0.0723545587658
8,8,8,@realDonaldTrump @seanhannity @MarkDice @marklevinshow @LarsLarsonShow @KellyannePolls @seanspicer @FoxNews @RealAlexJones @RealJamesWoodshttps://twitter.com/Team_Trump45/status/838860122453606402 …,2017-03-06 13:59:27,0,0,838871677127675904,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0961751366023,0.0723545587658
9,9,9,"@SarahHuckabee Nice work on @ABC #CRYFORBaMA @MarthaRaddatz i LOVE HOW WITTY,CONCISE, & CLEAR YOU ARE!! #RISINGSTAR! @realDonaldTrump @POTUS",2017-03-06 13:55:55,0,0,838870784281997312,"{'neg': 0.0, 'neu': 0.521, 'pos': 0.479, 'compound': 0.9176}",0.0961751366023,0.0723545587658
