,Unnamed: 0,Unnamed: 0.1,Text,Date,Favorites,Retweets,Tweet ID,sentiment,pos_pct,neg_pct
0,0,0,Mark Levin: 'Donald Trump Is the Victim' in Alleged Obama Wiretapping Scandal!,2017-03-06 15:48:32,0,0,838899128725823489,"{'neg': 0.346, 'neu': 0.654, 'pos': 0.0, 'compound': -0.6476}",0.0826909090909,0.126990909091
1,1,1,Donald Trump never smiles.,2017-03-06 15:40:00,0,0,838896979157598211,"{'neg': 0.46, 'neu': 0.54, 'pos': 0.0, 'compound': -0.3724}",0.0826909090909,0.126990909091
2,2,2,"Donald Trump spends 31 percent of time on vacation, plays golf 8 times in 6 weeks—on taxpayer dime http://www.dailykos.com/story/2017/3/6/1640646/-Donald-Trump-spends-31-of-time-on-vacation-plays-golf-8-times-in-6-weeks-on-taxpayer-dime …",2017-03-06 15:39:03,2,0,838896740061364224,"{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.25}",0.0826909090909,0.126990909091
3,3,3,"Donald Trump sends out his troops to dispute the FBI, twist press accounts, and defend his insanity http://www.dailykos.com/story/2017/3/6/1640616/-Donald-Trump-sends-out-his-troops-to-dispute-the-FBI-twist-press-accounts-and-defend-his-insanity …",2017-03-06 15:37:58,0,0,838896469289623556,"{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.7506}",0.0826909090909,0.126990909091
4,4,4,Mark Levin: 'Donald Trump Is the Victim' in Alleged Obama Wiretapping Scandal http://insider.foxnews.com/2017/03/05/mark-levin-donald-trump-barack-obama-wiretapping …,2017-03-06 15:10:06,3,2,838889454823690240,"{'neg': 0.313, 'neu': 0.688, 'pos': 0.0, 'compound': -0.6124}",0.0826909090909,0.126990909091
5,5,5,An important Revolutionary Message for #DonaldTrump #MikePence #VladimirPutin #JeremyCorbyn #Israel #Iran #USAhttp://pos.li/BGKk ,2017-03-06 14:42:00,0,0,838882382115569665,"{'neg': 0.0, 'neu': 0.859, 'pos': 0.141, 'compound': 0.2023}",0.0826909090909,0.126990909091
6,6,6,@ascertes Except for the minor bit where Donald Trump himself called it a Muslim Ban...,2017-03-06 14:37:47,2,0,838881321602727936,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0826909090909,0.126990909091
7,7,7,House GOP Destroying America While Press Is Distracted By Donald Trump https://www.youtube.com/watch?v=MrGgeQ0IhfY&feature=share …,2017-03-06 14:31:53,0,0,838879836290625536,"{'neg': 0.375, 'neu': 0.625, 'pos': 0.0, 'compound': -0.7184}",0.0826909090909,0.126990909091
8,8,8,"And yes, I did just compare aspects of Adolf fucking Hitler positively to Donald Trump.",2017-03-06 14:05:53,0,0,838873295877464065,"{'neg': 0.0, 'neu': 0.653, 'pos': 0.347, 'compound': 0.749}",0.0826909090909,0.126990909091
9,9,9,Mark Levin: 'Donald Trump Is the Victim' in Alleged Obama Wiretapping Scandal!!,2017-03-06 13:59:34,0,0,838871703212146688,"{'neg': 0.358, 'neu': 0.642, 'pos': 0.0, 'compound': -0.6792}",0.0826909090909,0.126990909091
10,10,10,Mark Levin: Donald Trump Is a Victim of Obama Spying!!,2017-03-06 13:58:14,0,0,838871368288600065,"{'neg': 0.251, 'neu': 0.749, 'pos': 0.0, 'compound': -0.3987}",0.0826909090909,0.126990909091
11,11,11,Donald Trump is lying on the wire tapping nd owes Obama an apology.,2017-03-06 13:52:41,0,0,838869972684255232,"{'neg': 0.218, 'neu': 0.705, 'pos': 0.077, 'compound': -0.4939}",0.0826909090909,0.126990909091
12,12,12,if you took down twitter I bet donald trump would just fucking implode. someone try it. I'll pay you. I wanna see his reaction.,2017-03-06 13:19:03,0,0,838861507664441344,"{'neg': 0.063, 'neu': 0.938, 'pos': 0.0, 'compound': -0.1027}",0.0826909090909,0.126990909091
13,13,13,WATCH: Donald Trump Press Secretary Sean Spicer Press Conference 3/6/201... https://www.youtube.com/watch?v=oI7WnkZpQZo&feature=share …,2017-03-06 13:16:19,0,0,838860820750680067,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0826909090909,0.126990909091
14,14,14,"@MavisJ1 I feel bad for the hard working Americans that got conned by Donald Trump. Look at his cabinet picks, he doesn't care about you.",2017-03-06 13:16:04,0,0,838860756590473218,"{'neg': 0.264, 'neu': 0.736, 'pos': 0.0, 'compound': -0.7599}",0.0826909090909,0.126990909091
15,15,15,"Barack Obama is organising a coup against Donald Trump, claims Google Home robot https://www.yahoo.com/news/barack-obama-organising-coup-against-124900467.html?.tsrc=fauxdal …",2017-03-06 13:14:53,0,0,838860458849337344,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0826909090909,0.126990909091
