,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Text,Date,Favorites,Retweets,Tweet ID,sentiment,pos_pct,neg_pct
0,0,0,0,Donald Trump makes me literally want to throw up.,2017-03-04 15:43:12,0,0,838173009903030272,"{'neg': 0.0, 'neu': 0.86, 'pos': 0.14, 'compound': 0.0772}",0.0432525252525,0.112686868687
1,1,1,1,Cronología de la sexta semana de gobierno de Donald Trump http://www.diariolasamericas.com/c4116362 ,2017-03-04 15:30:14,1,1,838169743903363072,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0432525252525,0.112686868687
2,2,2,2,@smerconish Why do you refer to him as the prior Donald Trump? Did you really think one speech was evidence of a metamorphoses?,2017-03-04 15:14:23,2,0,838165756445609984,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0432525252525,0.112686868687
3,3,3,3,"@SpeakerRyan Congress owes this admin a full investigation into the wiretap of Donald Trump, the candidate, and any thing less will not fly!",2017-03-04 15:12:01,0,0,838165159671652353,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0432525252525,0.112686868687
4,4,4,4,Donald Trump was a conspiracy-theory candidate. Now he's on the edge of being a conspiracy-theory president. https://wpo.st/UzAf2 ,2017-03-04 14:58:02,0,0,838161640625434626,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0432525252525,0.112686868687
5,5,5,5,"Considering Donald Trump's expert ""rope-a-dope"" bouts with the media, I'd like to offer a slightly different take... http://fb.me/1WLPcIjiV ",2017-03-04 14:37:06,0,0,838156373934374912,"{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.3612}",0.0432525252525,0.112686868687
6,6,6,6,"House of Cards creator pleads for Twitter to delete Donald Trump's account

http://flip.it/tp.MkV ",2017-03-04 14:32:04,1,0,838155108055678976,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0432525252525,0.112686868687
7,7,7,7,We have to stop thinking that Donald Trump thinks before he tweets. Evidence has shown he does NOT! @realDonaldTrump @POTUShttps://twitter.com/reneeklahr/status/838096146350358528 …,2017-03-04 14:19:50,0,0,838152028027301892,"{'neg': 0.116, 'neu': 0.884, 'pos': 0.0, 'compound': -0.3595}",0.0432525252525,0.112686868687
8,8,8,8,CNN Had A Shocking Reaction To Donald Trump’s Speech – Great American Daily http://greatamericandaily.com/2017/03/01/cnn-shocking-reaction-donald-trump-speech/ …,2017-03-04 14:07:31,0,0,838148930500247553,"{'neg': 0.161, 'neu': 0.595, 'pos': 0.244, 'compound': 0.34}",0.0432525252525,0.112686868687
9,9,9,9,@msnbc If the Justice Department wiretapped Donald Trump they had good reasons to do it. They had evidence of Trump's collusion with Russia,2017-03-04 14:07:01,0,0,838148803668606977,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.743}",0.0432525252525,0.112686868687
10,10,10,10,@MSNBC Donald Trump is a very sick man and shouldn't be President. Anyone who tell lies constantly the way Trump does is sick in the head,2017-03-04 13:55:35,2,2,838145924455149570,"{'neg': 0.312, 'neu': 0.688, 'pos': 0.0, 'compound': -0.8746}",0.0432525252525,0.112686868687
11,11,11,11,Donald Trump's profitable presidency http://theweek.com/articles/683357/donald-trumps-profitable-presidency …,2017-03-04 13:38:32,0,0,838141635645046784,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",0.0432525252525,0.112686868687
12,12,12,12,@msnbc The wiretapping claim is one of Donald Trump's many lies about President Obama.His first was about President Obama' birth certificate,2017-03-04 13:37:16,0,0,838141318568226816,"{'neg': 0.123, 'neu': 0.877, 'pos': 0.0, 'compound': -0.4215}",0.0432525252525,0.112686868687
13,13,13,13,Donald Trump has spent almost a third of his days as President in Mar-a-Lago http://www.independent.co.uk/news/world/americas/donald-trump-spent-almost-third-time-office-mar-a-lago-resort-palm-beach-florida-a7611326.html …,2017-03-04 13:36:30,0,0,838141125919653891,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0432525252525,0.112686868687
14,14,14,14,"BREAKING: Donald Trump DOES IT, Releases Criminal Information on Barack Obama http://www.angrypatriotmovement.com/trump-releases-criminal-information-obama/ …",2017-03-04 13:23:07,1,3,838137756052254720,"{'neg': 0.236, 'neu': 0.764, 'pos': 0.0, 'compound': -0.5267}",0.0432525252525,0.112686868687
