,Unnamed: 0,Unnamed: 0.1,Text,Date,Favorites,Retweets,Tweet ID,sentiment,pos_pct,neg_pct
0,0,0,SCANDAL OF THE CENTURY! DONALD TRUMP JUST EXPOSED OBAMA FOR HORRIBLE CRI... https://youtu.be/ZkWAH0ULG5M  #YouTube #TheNextNewsNetwork,2017-03-07 15:04:40,0,0,839250474163388416,"{'neg': 0.459, 'neu': 0.541, 'pos': 0.0, 'compound': -0.8804}",0.065950810695,0.102997547677
1,1,1,Donald Trump Surprises Tourists at the White House http://www.breitbart.com/big-government/2017/03/07/donald-trump-surprises-tourists-white-house/ … #BreitbartNews,2017-03-07 14:47:37,0,0,839246185021984769,"{'neg': 0.0, 'neu': 0.826, 'pos': 0.174, 'compound': 0.2263}",0.065950810695,0.102997547677
2,2,2,Donald Trump's Justice Department Nominees Shrug Off Democratic Demands for Special Prosecutor - http://www.breitbart.com/big-government/2017/03/07/trump-doj-nominees-dodge-democratic-special-investigator-demand/#BreitbartNews …,2017-03-07 14:46:31,0,0,839245906239188993,"{'neg': 0.0, 'neu': 0.643, 'pos': 0.357, 'compound': 0.7269}",0.065950810695,0.102997547677
3,3,3,"""It's disturbing"" Al Franken DESTROYS Donald Trump and Jeff Sessions LIES https://youtu.be/1jiZ4zeKvNo  via @YouTube",2017-03-07 14:10:43,0,0,839236898824531968,"{'neg': 0.504, 'neu': 0.496, 'pos': 0.0, 'compound': -0.9035}",0.065950810695,0.102997547677
4,4,4,#PauseThisPresidency Congress Can Remove Donald Trump From Office Without Impeaching Him - TIME https://apple.news/AnnJHVXHgSki-OVHFJiX61A …,2017-03-07 12:27:39,1,0,839210961860964353,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.065950810695,0.102997547677
5,5,5,The same place as the Democrat's claims that #DonaldTrump was in bed with the Russians. https://twitter.com/Mediaite/status/839206875371606016 …,2017-03-07 12:18:18,1,1,839208607908564992,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.065950810695,0.102997547677
6,6,6,Donald Trump's Tie Taping Has Officially Gone Too Far http://www.esquire.com/style/mens-fashion/news/a53689/donald-trump-tie-tape-scotch-tape/ …,2017-03-07 11:20:17,0,0,839194009268547584,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.065950810695,0.102997547677
7,7,7,Donald Trump’s Worst Deal http://www.newyorker.com/magazine/2017/03/13/donald-trumps-worst-deal … via @newyorker,2017-03-07 11:10:59,0,0,839191668259639296,"{'neg': 0.406, 'neu': 0.594, 'pos': 0.0, 'compound': -0.6249}",0.065950810695,0.102997547677
8,8,8,"With Donald Trump & the NRA in the White House, the fight for gun safety just got even more important. DONATE NOW: http://actb.lu/p/ab-dont-gut-our-gun-laws …",2017-03-07 10:51:48,0,0,839186837352611840,"{'neg': 0.179, 'neu': 0.645, 'pos': 0.175, 'compound': -0.0276}",0.065950810695,0.102997547677
9,9,9,President Donald Trump TRAVEL BAN New Executive Order Administration Rev... https://youtu.be/6MtFX5CgFto  #YouTube,2017-03-07 09:50:08,1,0,839171321670021121,"{'neg': 0.283, 'neu': 0.717, 'pos': 0.0, 'compound': -0.6523}",0.065950810695,0.102997547677
10,10,10,Anderson Cooper Reveals The Rational Reason Why He Mutes Donald Trump On Twitter - The Huffington Post https://apple.news/AX68hRQFORK-obV8MY2NXwQ …,2017-03-07 09:28:35,0,0,839165898757931010,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.065950810695,0.102997547677
11,11,11,Congress Can Remove Donald Trump From Office Without Impeaching Him - TIME https://apple.news/AnnJHVXHgSki-OVHFJiX61A …,2017-03-07 09:25:30,0,0,839165122107039746,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.065950810695,0.102997547677
12,12,12,"Retweeted Barry Crimmins (@crimmins):

Do not despair- the healthiest thing Donald Trump eats is Ketchup.",2017-03-07 09:15:36,0,0,839162630887583745,"{'neg': 0.0, 'neu': 0.877, 'pos': 0.123, 'compound': 0.2411}",0.065950810695,0.102997547677
13,13,13,President Donald Trump is the most powerful cornered animal in the world | Lawrence Douglas https://www.theguardian.com/commentisfree/2017/mar/06/president-donald-trump-most-powerful-cornered-animal-world?CMP=share_btn_tw …,2017-03-07 09:13:08,0,0,839162007601496064,"{'neg': 0.129, 'neu': 0.704, 'pos': 0.167, 'compound': 0.1815}",0.065950810695,0.102997547677
14,14,14,#Hammonton - Donald Trump's immigration crackdown has blueberry farmers feeling blue http://www.cbsnews.com/news/donald-trump-immigration-blueberry-farmers/?ftag=CNM-00-10aab6a&linkId=35202336 …,2017-03-07 08:19:46,0,0,839148577574236163,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}",0.065950810695,0.102997547677
15,15,15,It's Donald Trump who should not be allowed to have an I-phone.,2017-03-07 08:03:57,0,0,839144598412922882,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.065950810695,0.102997547677
16,16,16,What is Donald Trump hiding in his tax returns? And will they ever see the light of day? http://ln.is/www.latimes.com/opin/CbIcn … ~ #ReleaseYourTaxes,2017-03-07 07:18:26,0,0,839133145509277696,"{'neg': 0.119, 'neu': 0.881, 'pos': 0.0, 'compound': -0.3736}",0.065950810695,0.102997547677
